MGG_K_locus,completeness,total_SCs,KASPAH_REF_SCs,other_SCs
KL21,100,13,1,12
KL21,77.79,13,1,12
KL21,100,13,1,12
KL21,100,13,1,12
KL21,62.37,13,1,12
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,78.8,17,2,15
KL22,78.41,17,2,15
KL22,74.51,17,2,15
KL22,55.7,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,95.41,17,2,15
KL22,95.41,17,2,15
KL22,86.11,17,2,15
KL22,55.7,17,2,15
KL22,55.62,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,97.88,17,2,15
KL22,90.66,17,2,15
KL22,86.15,17,2,15
KL22,86.11,17,2,15
KL22,68.89,17,2,15
KL22,68.89,17,2,15
KL22,98.75,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,91.05,17,2,15
KL22,80,17,2,15
KL22,65.13,17,2,15
KL22,54.8,17,2,15
KL22,51.01,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,95.41,17,2,15
KL22,55.53,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,92.89,17,2,15
KL22,85.73,17,2,15
KL22,71.21,17,2,15
KL22,100,17,2,15
KL22,98.22,17,2,15
KL22,90.69,17,2,15
KL22,78.59,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,79.68,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,90.65,17,2,15
KL22,98.75,17,2,15
KL22,56.92,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,55.62,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,98.91,17,2,15
KL22,94.37,17,2,15
KL22,92.51,17,2,15
KL22,86.35,17,2,15
KL22,78.77,17,2,15
KL22,73.07,17,2,15
KL22,66.91,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,68.92,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,71.98,17,2,15
KL22,69.36,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,66.9,17,2,15
KL22,55,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,96.44,17,2,15
KL22,90.39,17,2,15
KL22,60.52,17,2,15
KL22,51.47,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,94.16,17,2,15
KL22,89.61,17,2,15
KL22,89.48,17,2,15
KL22,77.16,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL22,92.95,17,2,15
KL22,78.59,17,2,15
KL22,75.27,17,2,15
KL22,100,17,2,15
KL22,100,17,2,15
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,86.42,16,3,13
KL24,85.84,16,3,13
KL24,66.37,16,3,13
KL24,57.47,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,99.61,16,3,13
KL24,86.09,16,3,13
KL24,79.2,16,3,13
KL24,74.7,16,3,13
KL24,71.57,16,3,13
KL24,69.2,16,3,13
KL24,67.99,16,3,13
KL24,59.49,16,3,13
KL24,55.62,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,83.94,16,3,13
KL24,82.76,16,3,13
KL24,74.7,16,3,13
KL24,71.61,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,91.39,16,3,13
KL24,78.31,16,3,13
KL24,74.35,16,3,13
KL24,66.67,16,3,13
KL24,63.61,16,3,13
KL24,58.46,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,98.9,16,3,13
KL24,88.17,16,3,13
KL24,85.59,16,3,13
KL24,83.94,16,3,13
KL24,74.7,16,3,13
KL24,54.83,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,86.1,16,3,13
KL24,83.94,16,3,13
KL24,74.78,16,3,13
KL24,71.61,16,3,13
KL24,71.57,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,87.35,16,3,13
KL24,83.94,16,3,13
KL24,71.61,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,97.81,16,3,13
KL24,94.78,16,3,13
KL24,94.71,16,3,13
KL24,86.06,16,3,13
KL24,74.7,16,3,13
KL24,74.7,16,3,13
KL24,63.38,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,99.01,16,3,13
KL24,95.81,16,3,13
KL24,91.11,16,3,13
KL24,85.98,16,3,13
KL24,73,16,3,13
KL24,66.34,16,3,13
KL24,52.55,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,98.94,16,3,13
KL24,83.94,16,3,13
KL24,83.94,16,3,13
KL24,76.06,16,3,13
KL24,74.7,16,3,13
KL24,74.7,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,68.15,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,85.07,16,3,13
KL24,85.07,16,3,13
KL24,71.07,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,94.74,16,3,13
KL24,83.94,16,3,13
KL24,74.7,16,3,13
KL24,65.8,16,3,13
KL24,52.84,16,3,13
KL24,100,16,3,13
KL24,96.24,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,85.54,16,3,13
KL24,80.09,16,3,13
KL24,74.78,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,92.28,16,3,13
KL24,91.5,16,3,13
KL24,91.2,16,3,13
KL24,89.65,16,3,13
KL24,67.25,16,3,13
KL24,52.82,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,74.78,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,95.28,16,3,13
KL24,95.28,16,3,13
KL24,83.85,16,3,13
KL24,78.58,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,71.57,16,3,13
KL24,66.37,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,83.72,16,3,13
KL24,74.7,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,100,16,3,13
KL24,99.71,16,3,13
KL24,88.4,16,3,13
KL24,82.12,16,3,13
KL24,62.23,16,3,13
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,95.18,10,3,7
KL25,92.93,10,3,7
KL25,85.64,10,3,7
KL25,69.52,10,3,7
KL25,69.52,10,3,7
KL25,64.79,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,94.39,10,3,7
KL25,93.74,10,3,7
KL25,72.99,10,3,7
KL25,59.9,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,99.08,10,3,7
KL25,78.66,10,3,7
KL25,70.07,10,3,7
KL25,67.47,10,3,7
KL25,63.93,10,3,7
KL25,52.9,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,75.47,10,3,7
KL25,65.16,10,3,7
KL25,100,10,3,7
KL25,92.7,10,3,7
KL25,92.7,10,3,7
KL25,67.67,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,82.08,10,3,7
KL25,65.41,10,3,7
KL25,89.94,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,84.08,10,3,7
KL25,65.41,10,3,7
KL25,54.78,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,85.64,10,3,7
KL25,69.52,10,3,7
KL25,65.7,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,90.97,10,3,7
KL25,90.97,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,98.44,10,3,7
KL25,69.55,10,3,7
KL25,69.52,10,3,7
KL25,69.52,10,3,7
KL25,100,10,3,7
KL25,95.92,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,75.47,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,99.16,10,3,7
KL25,93.83,10,3,7
KL25,93.38,10,3,7
KL25,91.09,10,3,7
KL25,90.63,10,3,7
KL25,85.64,10,3,7
KL25,82.53,10,3,7
KL25,69.52,10,3,7
KL25,69.52,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,92.94,10,3,7
KL25,76.57,10,3,7
KL25,69.54,10,3,7
KL25,69.52,10,3,7
KL25,64.95,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,85.64,10,3,7
KL25,69.52,10,3,7
KL25,100,10,3,7
KL25,94.55,10,3,7
KL25,94.55,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,69.55,10,3,7
KL25,69.52,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,72.23,10,3,7
KL25,91.01,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,99.08,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,85.64,10,3,7
KL25,69.52,10,3,7
KL25,69.52,10,3,7
KL25,100,10,3,7
KL25,100,10,3,7
KL25,91.87,10,3,7
KL25,100,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL25,94.28,10,3,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,98.8,11,4,7
KL28,85.31,11,4,7
KL28,72.74,11,4,7
KL28,71.06,11,4,7
KL28,62.06,11,4,7
KL28,61.74,11,4,7
KL28,51.17,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,99.27,11,4,7
KL28,93.19,11,4,7
KL28,78.69,11,4,7
KL28,77.88,11,4,7
KL28,63.13,11,4,7
KL28,52.75,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,76.06,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,99.11,11,4,7
KL28,94.86,11,4,7
KL28,91.04,11,4,7
KL28,56.85,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,96.48,11,4,7
KL28,90.23,11,4,7
KL28,81.78,11,4,7
KL28,81.74,11,4,7
KL28,78.35,11,4,7
KL28,77.16,11,4,7
KL28,77.15,11,4,7
KL28,68.06,11,4,7
KL28,62.55,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,93.24,11,4,7
KL28,82,11,4,7
KL28,78.3,11,4,7
KL28,73.07,11,4,7
KL28,72.51,11,4,7
KL28,69.65,11,4,7
KL28,60.05,11,4,7
KL28,53.92,11,4,7
KL28,99.2,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,88.91,11,4,7
KL28,84.98,11,4,7
KL28,100,11,4,7
KL28,78.33,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,94.64,11,4,7
KL28,66.39,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,99.7,11,4,7
KL28,92.91,11,4,7
KL28,92.68,11,4,7
KL28,91.28,11,4,7
KL28,91.19,11,4,7
KL28,85.31,11,4,7
KL28,80.95,11,4,7
KL28,77.88,11,4,7
KL28,72.74,11,4,7
KL28,71.06,11,4,7
KL28,70.46,11,4,7
KL28,66.53,11,4,7
KL28,60.2,11,4,7
KL28,51.21,11,4,7
KL28,50.87,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,99.11,11,4,7
KL28,64.93,11,4,7
KL28,50.83,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,99.29,11,4,7
KL28,84.89,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,98.81,11,4,7
KL28,90.24,11,4,7
KL28,76.69,11,4,7
KL28,70.05,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,95.51,11,4,7
KL28,80.1,11,4,7
KL28,100,11,4,7
KL28,100,11,4,7
KL28,96.51,11,4,7
KL28,63.46,11,4,7
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,99.45,12,0,12
KL3,91.52,12,0,12
KL3,83.19,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,80.11,12,0,12
KL3,80.11,12,0,12
KL3,80.09,12,0,12
KL3,80.08,12,0,12
KL3,76.1,12,0,12
KL3,76.1,12,0,12
KL3,75.55,12,0,12
KL3,74.27,12,0,12
KL3,69.77,12,0,12
KL3,67.1,12,0,12
KL3,62,12,0,12
KL3,61.99,12,0,12
KL3,61.98,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,99.07,12,0,12
KL3,97.01,12,0,12
KL3,80.13,12,0,12
KL3,80.12,12,0,12
KL3,80.11,12,0,12
KL3,78.41,12,0,12
KL3,76.1,12,0,12
KL3,76.1,12,0,12
KL3,61.98,12,0,12
KL3,61.98,12,0,12
KL3,61.98,12,0,12
KL3,58.54,12,0,12
KL3,55.02,12,0,12
KL3,79.47,12,0,12
KL3,79.46,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,80.08,12,0,12
KL3,55.15,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,97.94,12,0,12
KL3,81.72,12,0,12
KL3,55.24,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,99.07,12,0,12
KL3,80.12,12,0,12
KL3,80.08,12,0,12
KL3,78.45,12,0,12
KL3,76.1,12,0,12
KL3,61.98,12,0,12
KL3,61.98,12,0,12
KL3,55.15,12,0,12
KL3,79.46,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,97.48,12,0,12
KL3,93.62,12,0,12
KL3,91.31,12,0,12
KL3,87.8,12,0,12
KL3,74.43,12,0,12
KL3,71.01,12,0,12
KL3,53.04,12,0,12
KL3,80.36,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,96.49,12,0,12
KL3,95.74,12,0,12
KL3,80.13,12,0,12
KL3,80.12,12,0,12
KL3,80.11,12,0,12
KL3,76.1,12,0,12
KL3,75.43,12,0,12
KL3,61.98,12,0,12
KL3,61.98,12,0,12
KL3,60.14,12,0,12
KL3,55.07,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,80.27,12,0,12
KL3,76.11,12,0,12
KL3,55.12,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,65.43,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,99.44,12,0,12
KL3,86.94,12,0,12
KL3,70.1,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,81.75,12,0,12
KL3,80.11,12,0,12
KL3,76.1,12,0,12
KL3,62.27,12,0,12
KL3,61.98,12,0,12
KL3,51.64,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,94.24,12,0,12
KL3,93.62,12,0,12
KL3,91.52,12,0,12
KL3,77.99,12,0,12
KL3,74.75,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,96.33,12,0,12
KL3,81.73,12,0,12
KL3,98.17,12,0,12
KL3,96.18,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,94.71,12,0,12
KL3,83.54,12,0,12
KL3,51.25,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,97.01,12,0,12
KL3,80.12,12,0,12
KL3,80.12,12,0,12
KL3,80.1,12,0,12
KL3,77.99,12,0,12
KL3,76.12,12,0,12
KL3,76.1,12,0,12
KL3,74.43,12,0,12
KL3,66.33,12,0,12
KL3,65.4,12,0,12
KL3,55.15,12,0,12
KL3,79.46,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,80.22,12,0,12
KL3,80.12,12,0,12
KL3,80.08,12,0,12
KL3,76.11,12,0,12
KL3,75.46,12,0,12
KL3,62.01,12,0,12
KL3,61.98,12,0,12
KL3,54.51,12,0,12
KL3,79.46,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL3,100,12,0,12
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,90.97,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,76.07,24,1,23
KL30,69.7,24,1,23
KL30,55.82,24,1,23
KL30,100,24,1,23
KL30,94.84,24,1,23
KL30,94.11,24,1,23
KL30,71.5,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,94.84,24,1,23
KL30,89.7,24,1,23
KL30,77.92,24,1,23
KL30,100,24,1,23
KL30,97.71,24,1,23
KL30,55.94,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,95.17,24,1,23
KL30,94.84,24,1,23
KL30,90.8,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,99.63,24,1,23
KL30,95.17,24,1,23
KL30,85.3,24,1,23
KL30,83.16,24,1,23
KL30,79.03,24,1,23
KL30,77.15,24,1,23
KL30,100,24,1,23
KL30,91.39,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,86.16,24,1,23
KL30,84.67,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,94.85,24,1,23
KL30,94.84,24,1,23
KL30,100,24,1,23
KL30,56.13,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,71.1,24,1,23
KL30,70.06,24,1,23
KL30,55.65,24,1,23
KL30,54.84,24,1,23
KL30,60.1,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
KL30,100,24,1,23
